id,headline,Note,must_have_count,nice_to_have_count,hard_skills_count,soft_skills_count,distinct_skills_count,total_5_groups_count
fddb9f4bf007e5b5d795cc43a6c5902014a20f32,Junior DevSecOps till Globalt Bolag!,,5,3,10,17,0,35
e8405585a68eb4e563f09edf13cfcd3324c92a34,Android automotive-utvecklare till Knowit Swedspot,,13,2,14,3,1,33
5fbdab39e22764b692688b7881116fe42fee5823,Embedded Utvecklare till Renz i Jönköping,,8,0,9,5,0,22
f345fc20c81ec193dc5bc66cb73fe267740519b2,Spontanansökan SweQConsulting,,14,0,13,1,0,28
2b610e2545b91119d9254f8ff60dbf866947751b,C++ Utvecklare,,2,1,4,7,1,15
ccfbc88d576ed4f9fad419d361a401342a024693,Systemutvecklare C++,,10,0,14,10,0,34
398ed1eff5974354bd79b34901e7448d8d64f0e6,Software Test Developer,,14,0,14,4,0,32
6e1fbf0f85915f3f2d945e5c4bd564ac984fe80f,PHP Developer,,11,5,18,9,1,44
b05cab760e28c93fa7c8525449dc11f1905f10f0,Exjobb hos Combitech i Jönköping,,0,0,0,5,0,5
2e0778f28450942118eb7bd9d32bf4f4245fbc07,Mjukvaruutvecklare till Arho AB – Utveckla framtidens automationslösningar!,,0,0,6,7,1,14
600cb673fe1d779dc022e96c1196e2e8ab6e8942,DevOps utvecklare till Combitech i Göteborg,,0,0,4,4,0,8
04f791eb6ead943ad2f7e9816c983bf77e9900b2,Java-utvecklare,,19,3,12,9,3,46
8882c4e0acbc8a16fd531c4880ffd461b2d5989d,Softwaredesigner till Framtidens Talangprogram med ABB Ports,,2,8,6,13,1,30
a261845b29c52c353e2c9af5041fdd5e04aa1f96,Senior Platform Engineer,,11,4,9,4,0,28
ca01fcbc753b269482fe10c18a45c81c5690c7ee,"Erfaren systemutvecklare, Gävle",,8,4,15,5,0,32
6fcde3382015ddceb964650e6389a6fe854a225d,Embeddedutvecklare,,2,0,11,1,0,14
e8d9b76a4eed6628f045604434b8d3a4d40acfd2,Systemutvecklare .NET till Myndighet,,10,4,27,2,1,44
012d6c553015a3355e245627c496a10ce3c74ab8,Senior embeddedutvecklare,,9,3,11,12,0,35
c23bfac67bc18b4d48c1c92dcd431ca0e648c0fa,Mjukvaruutvecklare mot övervakningssystem,,2,0,12,3,0,17
e4223b3f3e3b1f1ed15ac0720cf0a3ec6132a16d,Mjukvaruutvecklare,,2,0,7,7,1,17
ea8e536b33acb4ed3f20cf4943efa5e64757852b,Mjukvaruutvecklare inom systemlösningar,,7,0,9,9,1,26
c6079ace5a54e1e31aaca216a813a8d0246109fd,Mjukvaruutvecklare – Utveckla framtidens avancerade system!,,0,6,13,2,0,21
4fb75927ed90114bf765a28617c0b79908a190d4,Senior mjukvaruutvecklare,,14,3,13,12,0,42
b9c5bf7718e05b6389d37e0e7838c1a0ebf6c60d,Fullstackutvecklare,,3,1,5,8,0,17
d30f0fa68f31049a5682f9ca072b959ce4b68e24,Kommuninvest söker specialist inom Azure molninfrastruktur!,,0,0,4,7,0,11
1e17c3cba4b87e0ee3dac21994a04886d0cb8570,Syntronic i Göteborg söker fler mjukvaruutvecklare,,2,0,9,2,0,13
bf195b70f17fd7852c3f26d661a58d83e5601ad8,VMWARE ENGINEER TILL BANKGIROT,,4,3,24,3,0,34
604a1b99ec1645c880cbde6eddac31d8b28111dc,Talangprogram inom Bildbehandling,,0,0,5,9,0,14
f7230c79586cd0e76a3b7f534817f1d093548dd7,Mjukvaruutvecklare med intresse för simulering och modellering,,4,12,9,8,2,35
c5af1b5ff5dedc291144b38fe0ffc2316dddfd21,C++ utvecklare till Combitech i Stockholm,,5,1,14,4,0,24
78c7dab367606ca8d6de268d0a778dcd6eabf984,"Senior BI utvecklare (Power BI, SQL)",,1,0,10,3,0,14
21ca1377c6d404d3b466c436e587d9ec6c1ed7a1,Utvecklare med erfarenhet av Kubernetes och AWS till företag i Lund!,,1,0,2,12,0,15
597389ecd75c62bfc108d40250dbf33eb5bdf63f,System Design Engineer Expert,,0,0,2,3,0,5
92e3d747d9b932a1f3ef8d3a2931b705bae2b752,IT-konsult,,0,0,18,0,0,18
27727470eab782790860b0ae7f0b4fe03a81caa3,Lösningsarkitekt till Softhouse i Luleå,,10,0,10,6,0,26
e63d250792b19af7f7192462ce5e899df86dbfaf,SAAB söker Ingenjörer inom IT,,7,0,4,15,0,26
de0caf3765f25bcfb9593b3abae54fdbcf636275,Testutvecklare,,3,0,12,1,0,16
8c67e61a941b25a727931375b7008859ca783ff9,Full Stack-utvecklare,,10,4,18,4,0,36
a14dde7ded3e1caf6cdeb1da5edd36a645cbb4fa,Saab söker erfarna ingenjörer inom mjukvara!,,6,3,11,1,0,21
60469859b1e30fcc583a00f12a25113a55218aed,Software Developer,,7,14,24,6,0,51
cf2bbc2032d9b45a61d1fdfd99d3e628ba744610,Bli en del av SAABs framgångsrika team som junior mjukvaruutvecklare!,,9,0,13,8,0,30
a8e8a812b4000a0d080c8fb552a387907ee458fe,Java utvecklare till Softhouse,,15,9,23,6,0,53
be81868fa6116929b1c4ff9739f27b93787b2d87,Software Engineer,,7,7,10,5,0,29
,,39,0,0,0,0,0,0
